N,P,K,ph,crop
39,69,12,5.81,millet
138,23,23,7.06,cotton
133,27,21,7.03,cotton
32,66,19,5.64,millet
42,95,24,5.17,lentil
119,30,38,5.47,rice
27,65,12,5.8,millet
51,97,23,5.21,lentil
193,77,32,7.16,soybean
34,68,16,5.95,millet
189,78,35,7.08,soybean
167,66,65,6.04,sugarcane
175,68,67,6.07,sugarcane
108,37,31,5.32,rice
119,31,39,5.04,rice
138,23,20,7.12,cotton
131,23,27,7.41,cotton
23,64,13,5.94,millet
213,93,55,5.4,chickpea
41,92,27,5.45,lentil
201,93,56,5.58,chickpea
179,62,63,6.27,sugarcane
144,15,12,7.97,barley
77,55,50,6.59,maize
193,78,38,7.14,soybean
137,22,29,7.11,cotton
122,26,20,7.25,cotton
181,74,31,6.93,soybean
199,77,32,6.85,soybean
74,57,56,6.97,maize
141,19,12,7.98,barley
109,33,35,5.02,rice
205,96,58,5.41,chickpea
88,44,41,6.37,wheat
71,50,52,6.67,maize
149,17,10,7.53,barley
100,31,30,5.04,rice
186,73,35,7.19,soybean
38,63,13,5.73,millet
112,32,34,5.37,rice
32,72,17,5.83,millet
129,21,29,7.34,cotton
41,92,20,5.41,lentil
76,57,56,6.58,maize
116,34,33,5.37,rice
122,23,29,7.05,cotton
157,19,15,7.67,barley
90,44,49,6.17,wheat
178,61,60,6.34,sugarcane
25,71,13,5.81,millet
151,14,10,7.6,barley
92,42,49,6.32,wheat
209,90,53,5.33,chickpea
109,36,36,5.12,rice
26,77,17,5.85,millet
135,22,20,7.35,cotton
68,51,58,6.84,maize
219,94,50,5.23,chickpea
116,36,34,5.31,rice
44,82,29,5.49,lentil
101,31,33,5.21,rice
28,75,19,5.57,millet
28,70,15,5.8,millet
78,51,50,6.88,maize
154,17,10,7.73,barley
116,32,31,5.29,rice
59,80,25,5.45,lentil
137,23,23,7.11,cotton
56,95,28,5.34,lentil
101,36,31,5.47,rice
154,10,12,7.85,barley
62,53,59,6.71,maize
90,40,40,6.26,wheat
202,92,51,5.4,chickpea
121,21,29,7.1,cotton
128,27,24,7.42,cotton
84,48,49,6.24,wheat
92,45,46,6.04,wheat
58,87,28,5.29,lentil
144,11,12,7.77,barley
44,96,29,5.49,lentil
151,18,11,7.8,barley
51,84,29,5.14,lentil
117,34,34,5.4,rice
113,36,32,5.39,rice
108,36,38,5.31,rice
119,38,30,5.17,rice
110,38,31,5.09,rice
103,36,39,5.4,rice
76,58,50,6.59,maize
191,77,38,6.94,soybean
135,24,22,7.06,cotton
120,25,21,7.27,cotton
160,67,68,6.07,sugarcane
118,36,36,5.29,rice
121,22,20,7.05,cotton
34,63,17,5.81,millet
75,53,50,6.62,maize
86,48,48,6.35,wheat
115,34,37,5.04,rice
26,63,10,5.68,millet
206,91,53,5.37,chickpea
204,94,57,5.3,chickpea
109,31,32,5.31,rice
138,26,22,7.43,cotton
84,49,49,6.35,wheat
108,34,30,5.09,rice
43,82,23,5.16,lentil
139,24,29,7.18,cotton
118,37,30,5.27,rice
49,91,27,5.39,lentil
30,75,11,5.55,millet
95,45,45,6.24,wheat
24,65,14,5.92,millet
106,39,32,5.05,rice
183,71,33,6.91,soybean
30,78,17,5.95,millet
63,57,50,6.51,maize
215,90,55,5.36,chickpea
139,21,28,7.25,cotton
209,93,53,5.47,chickpea
138,21,21,7.15,cotton
106,37,32,5.31,rice
110,30,33,5.35,rice
138,23,25,7.11,cotton
180,74,31,6.94,soybean
72,59,58,6.93,maize
163,62,64,6.2,sugarcane
27,76,13,5.61,millet
186,76,35,7.15,soybean
199,75,32,7.2,soybean
185,74,39,7.16,soybean
148,16,13,7.66,barley
131,24,20,7.45,cotton
104,33,30,5.22,rice
213,98,56,5.28,chickpea
200,97,59,5.24,chickpea
118,30,33,5.01,rice
26,60,17,5.66,millet
213,97,53,5.54,chickpea
214,97,51,5.2,chickpea
191,72,38,7.17,soybean
85,48,48,6.41,wheat
90,48,42,6.12,wheat
133,23,23,7.23,cotton
100,36,34,5.02,rice
59,86,26,5.33,lentil
79,52,54,6.73,maize
148,10,11,7.54,barley
164,66,62,6.17,sugarcane
28,66,16,5.93,millet
117,31,32,5.27,rice
23,64,16,5.55,millet
129,21,26,7.25,cotton
95,46,46,6.23,wheat
133,22,26,7.4,cotton
121,21,25,7.31,cotton
176,64,61,6.37,sugarcane
206,97,56,5.49,chickpea
39,71,10,5.83,millet
168,61,63,6.37,sugarcane
82,42,49,6.49,wheat
128,27,26,7.32,cotton
217,91,51,5.26,chickpea
34,77,17,5.77,millet
200,97,54,5.59,chickpea
109,34,34,5.34,rice
134,26,23,7.48,cotton
84,40,49,6.39,wheat
121,27,23,7.05,cotton
112,33,35,5.25,rice
43,85,21,5.29,lentil
171,68,63,6.18,sugarcane
81,44,43,6.34,wheat
146,10,19,7.74,barley
37,71,18,5.62,millet
145,12,13,7.54,barley
117,32,39,5.23,rice
72,56,58,6.71,maize
133,21,22,7.23,cotton
168,67,65,6.25,sugarcane
137,23,25,7.21,cotton
127,27,27,7.29,cotton
81,45,49,6.05,wheat
210,94,53,5.44,chickpea
99,46,43,6.16,wheat
79,53,57,6.9,maize
123,28,23,7.22,cotton
104,30,37,5.02,rice
31,65,13,5.76,millet
212,90,54,5.38,chickpea
124,23,28,7.49,cotton
47,98,27,5.18,lentil
199,75,39,6.96,soybean
206,93,52,5.22,chickpea
73,56,59,6.94,maize
173,69,63,6.0,sugarcane
167,66,68,6.35,sugarcane
143,19,10,7.6,barley
192,75,30,7.1,soybean
112,30,39,5.48,rice
144,17,17,7.95,barley
55,91,20,5.41,lentil
63,52,55,6.7,maize
36,77,13,5.95,millet
153,19,10,7.92,barley
198,70,31,7.11,soybean
64,56,58,6.86,maize
181,74,38,7.2,soybean
81,46,44,6.24,wheat
56,94,21,5.18,lentil
98,44,41,6.29,wheat
216,96,50,5.3,chickpea
53,93,22,5.06,lentil
106,39,30,5.21,rice
170,61,60,6.33,sugarcane
63,51,59,6.89,maize
118,30,32,5.03,rice
97,47,49,6.37,wheat
165,64,67,6.04,sugarcane
161,66,68,6.23,sugarcane
98,41,49,6.07,wheat
154,13,15,7.74,barley
193,73,35,6.96,soybean
75,58,52,6.95,maize
92,41,42,6.12,wheat
163,68,66,6.4,sugarcane
105,37,38,5.45,rice
70,54,57,6.55,maize
125,23,27,7.44,cotton
136,29,28,7.31,cotton
216,95,51,5.41,chickpea
73,54,57,6.67,maize
200,96,56,5.41,chickpea
173,68,62,6.01,sugarcane
72,51,59,6.9,maize
109,31,38,5.28,rice
187,74,38,6.94,soybean
155,16,19,7.89,barley
71,52,56,6.88,maize
137,22,21,7.24,cotton
149,19,11,7.72,barley
60,50,59,6.5,maize
113,31,33,5.01,rice
28,64,13,5.74,millet
88,49,41,6.49,wheat
72,50,54,6.6,maize
120,26,22,7.21,cotton
73,59,55,6.99,maize
58,81,21,5.05,lentil
152,14,18,7.69,barley
95,43,45,6.17,wheat
135,23,21,7.33,cotton
36,65,12,5.81,millet
81,45,41,6.3,wheat
202,95,53,5.55,chickpea
67,55,54,6.75,maize
78,53,52,6.86,maize
119,33,37,5.47,rice
171,64,64,6.12,sugarcane
177,61,61,6.17,sugarcane
157,19,10,7.87,barley
125,25,21,7.41,cotton
189,72,39,6.96,soybean
174,66,63,6.17,sugarcane
123,28,20,7.46,cotton
177,67,68,6.07,sugarcane
148,12,13,7.54,barley
101,35,33,5.5,rice
53,80,28,5.13,lentil
109,32,33,5.06,rice
209,94,59,5.59,chickpea
163,65,65,6.12,sugarcane
217,96,55,5.54,chickpea
58,96,20,5.28,lentil
85,40,42,6.24,wheat
90,45,44,6.47,wheat
87,48,44,6.43,wheat
84,46,48,6.37,wheat
144,18,17,8.0,barley
104,31,36,5.47,rice
58,84,27,5.21,lentil
149,16,16,7.74,barley
44,84,23,5.07,lentil
184,77,31,6.88,soybean
219,96,53,5.33,chickpea
72,59,56,6.92,maize
46,93,27,5.25,lentil
83,48,46,6.17,wheat
73,55,57,6.67,maize
101,33,32,5.39,rice
47,92,20,5.32,lentil
186,74,39,6.95,soybean
89,40,47,6.12,wheat
136,27,28,7.44,cotton
30,69,10,5.76,millet
105,31,38,5.13,rice
60,57,55,6.78,maize
105,35,31,5.49,rice
50,99,26,5.09,lentil
86,49,40,6.43,wheat
121,27,20,7.06,cotton
176,69,65,6.25,sugarcane
53,90,28,5.19,lentil
173,63,62,6.01,sugarcane
52,81,22,5.3,lentil
95,49,47,6.48,wheat
196,74,36,7.0,soybean
50,94,25,5.09,lentil
108,31,31,5.24,rice
150,18,11,7.66,barley
213,96,59,5.39,chickpea
58,97,20,5.32,lentil
196,72,33,7.02,soybean
157,18,19,7.82,barley
72,56,57,6.67,maize
189,79,32,7.16,soybean
191,70,37,7.05,soybean
57,82,20,5.16,lentil
147,11,11,7.73,barley
104,38,31,5.04,rice
29,72,19,5.94,millet
62,55,50,6.64,maize
216,94,53,5.43,chickpea
92,40,40,6.11,wheat
60,56,53,6.54,maize
134,24,23,7.0,cotton
155,12,16,7.62,barley
131,29,28,7.09,cotton
199,75,38,7.08,soybean
191,76,37,7.04,soybean
45,98,28,5.1,lentil
147,16,17,7.68,barley
92,49,46,6.48,wheat
131,27,20,7.22,cotton
113,33,39,5.26,rice
189,78,32,6.84,soybean
78,57,57,6.82,maize
208,99,57,5.38,chickpea
131,20,26,7.35,cotton
142,11,13,7.93,barley
112,34,37,5.37,rice
131,23,25,7.29,cotton
192,78,31,6.81,soybean
203,99,56,5.59,chickpea
52,82,20,5.06,lentil
114,33,30,5.11,rice
205,90,57,5.55,chickpea
27,70,17,5.85,millet
54,92,22,5.02,lentil
189,74,39,7.05,soybean
55,86,29,5.08,lentil
159,12,15,7.85,barley
78,58,58,6.74,maize
118,35,36,5.21,rice
40,97,29,5.11,lentil
63,51,57,6.76,maize
40,81,26,5.45,lentil
130,22,20,7.33,cotton
47,83,22,5.03,lentil
176,64,64,6.05,sugarcane
116,31,38,5.05,rice
208,91,53,5.5,chickpea
90,44,46,6.42,wheat
150,12,15,7.5,barley
120,25,29,7.41,cotton
64,53,55,6.58,maize
163,69,61,6.36,sugarcane
137,29,29,7.25,cotton
20,60,16,5.62,millet
98,41,44,6.15,wheat
94,45,44,6.2,wheat
216,92,51,5.59,chickpea
152,11,12,7.84,barley
50,86,25,5.26,lentil
142,15,12,7.79,barley
114,30,36,5.23,rice
217,92,56,5.27,chickpea
49,95,25,5.28,lentil
175,66,69,6.2,sugarcane
181,70,31,6.98,soybean
157,13,16,7.67,barley
194,72,31,7.08,soybean
185,79,35,7.17,soybean
194,78,31,7.09,soybean
210,95,51,5.25,chickpea
133,25,24,7.28,cotton
201,98,57,5.39,chickpea
28,67,10,5.91,millet
178,64,69,6.27,sugarcane
47,89,20,5.06,lentil
61,55,54,6.68,maize
171,67,69,6.39,sugarcane
82,49,48,6.02,wheat
210,90,51,5.33,chickpea
213,96,51,5.57,chickpea
112,39,38,5.01,rice
181,73,34,7.04,soybean
81,48,49,6.29,wheat
205,92,56,5.51,chickpea
57,95,27,5.39,lentil
135,28,29,7.03,cotton
105,37,34,5.02,rice
180,78,35,7.09,soybean
132,22,21,7.21,cotton
38,77,16,5.64,millet
147,12,11,7.76,barley
74,57,55,6.87,maize
29,75,14,5.62,millet
49,93,28,5.37,lentil
151,19,12,7.93,barley
138,20,24,7.22,cotton
182,76,33,6.9,soybean
152,16,10,7.6,barley
219,95,58,5.27,chickpea
183,78,33,7.01,soybean
35,65,10,5.52,millet
83,45,44,6.03,wheat
100,34,33,5.18,rice
86,43,48,6.35,wheat
163,61,60,6.05,sugarcane
164,61,62,6.37,sugarcane
68,59,55,6.6,maize
75,57,55,6.57,maize
91,41,43,6.31,wheat
58,84,23,5.07,lentil
113,30,32,5.14,rice
104,33,37,5.38,rice
35,60,15,5.55,millet
47,97,22,5.16,lentil
44,87,24,5.22,lentil
85,43,41,6.06,wheat
45,82,21,5.11,lentil
206,92,52,5.23,chickpea
58,90,29,5.43,lentil
24,74,18,5.61,millet
144,12,17,7.58,barley
71,51,55,6.85,maize
31,79,14,5.92,millet
152,17,10,7.72,barley
88,47,42,6.02,wheat
183,77,35,6.97,soybean
201,96,50,5.58,chickpea
219,90,53,5.5,chickpea
202,91,54,5.52,chickpea
133,23,22,7.45,cotton
189,71,33,7.1,soybean
150,16,17,7.72,barley
198,75,38,7.17,soybean
157,18,10,7.6,barley
78,56,51,6.77,maize
83,45,41,6.03,wheat
167,61,65,6.27,sugarcane
126,28,27,7.47,cotton
212,93,58,5.5,chickpea
138,20,20,7.43,cotton
203,90,56,5.48,chickpea
198,74,34,6.94,soybean
133,20,25,7.1,cotton
70,57,51,6.92,maize
197,76,37,7.17,soybean
32,77,19,5.69,millet
180,70,36,6.86,soybean
145,19,12,7.76,barley
106,38,32,5.03,rice
205,91,56,5.55,chickpea
78,56,58,6.75,maize
111,36,31,5.14,rice
195,78,33,6.99,soybean
84,42,49,6.13,wheat
41,99,26,5.01,lentil
176,65,61,6.01,sugarcane
42,88,25,5.38,lentil
199,77,31,7.03,soybean
172,68,61,6.13,sugarcane
208,93,58,5.53,chickpea
109,31,39,5.37,rice
183,73,31,7.2,soybean
210,97,50,5.5,chickpea
65,57,58,6.77,maize
74,56,56,6.51,maize
98,41,46,6.14,wheat
165,63,64,6.39,sugarcane
54,98,21,5.39,lentil
82,47,45,6.2,wheat
180,70,34,7.17,soybean
200,91,53,5.49,chickpea
73,58,56,6.62,maize
65,54,59,6.56,maize
121,21,28,7.43,cotton
73,53,58,6.72,maize
141,13,13,7.68,barley
158,17,10,7.84,barley
210,95,58,5.57,chickpea
70,52,52,6.9,maize
64,59,51,6.59,maize
89,47,47,6.31,wheat
192,77,39,7.07,soybean
209,96,51,5.28,chickpea
50,99,20,5.0,lentil
94,42,42,6.37,wheat
107,30,36,5.39,rice
95,47,46,6.03,wheat
206,94,54,5.48,chickpea
152,18,18,7.88,barley
206,98,58,5.36,chickpea
148,15,18,7.62,barley
122,20,27,7.23,cotton
39,69,18,5.74,millet
38,63,12,5.82,millet
199,74,38,6.95,soybean
149,16,16,7.9,barley
90,46,41,6.29,wheat
130,22,27,7.22,cotton
120,22,22,7.19,cotton
151,19,14,7.72,barley
66,57,55,6.85,maize
150,14,18,7.7,barley
35,68,19,5.94,millet
109,30,39,5.14,rice
103,32,37,5.36,rice
165,66,61,6.25,sugarcane
22,73,19,5.82,millet
192,75,31,6.84,soybean
169,60,62,6.07,sugarcane
155,10,10,7.99,barley
69,51,52,6.99,maize
160,61,68,6.05,sugarcane
205,92,58,5.38,chickpea
200,97,50,5.47,chickpea
136,21,21,7.13,cotton
124,21,22,7.26,cotton
48,86,25,5.33,lentil
53,93,29,5.01,lentil
37,75,14,5.59,millet
125,22,24,7.29,cotton
122,26,21,7.13,cotton
55,88,27,5.4,lentil
183,71,37,6.82,soybean
163,67,60,6.03,sugarcane
107,31,36,5.36,rice
123,20,20,7.15,cotton
47,82,25,5.11,lentil
115,32,33,5.44,rice
123,26,25,7.41,cotton
25,79,18,5.56,millet
87,43,49,6.22,wheat
152,15,15,7.97,barley
180,72,34,6.83,soybean
122,22,25,7.21,cotton
32,78,17,5.6,millet
151,19,11,7.75,barley
162,67,63,6.03,sugarcane
205,99,58,5.22,chickpea
170,64,62,6.09,sugarcane
30,79,14,5.75,millet
173,69,62,6.22,sugarcane
116,39,39,5.36,rice
76,55,53,6.91,maize
206,90,59,5.27,chickpea
45,84,23,5.0,lentil
196,72,30,7.16,soybean
152,19,17,7.69,barley
64,54,59,6.64,maize
69,52,56,6.68,maize
183,79,33,7.16,soybean
107,34,31,5.27,rice
199,74,38,7.15,soybean
67,50,55,6.9,maize
90,46,48,6.01,wheat
153,17,10,7.96,barley
31,71,15,5.92,millet
173,69,69,6.29,sugarcane
196,75,30,7.06,soybean
139,25,22,7.04,cotton
147,18,16,7.9,barley
112,36,30,5.3,rice
126,22,23,7.09,cotton
157,12,11,7.6,barley
108,37,37,5.42,rice
214,93,50,5.47,chickpea
67,56,52,6.88,maize
140,12,11,7.6,barley
213,94,59,5.43,chickpea
32,61,12,5.75,millet
173,64,68,6.33,sugarcane
128,21,26,7.39,cotton
162,64,66,6.06,sugarcane
91,48,48,6.09,wheat
93,44,41,6.06,wheat
145,14,11,7.7,barley
37,67,17,5.65,millet
125,20,26,7.1,cotton
26,69,13,5.8,millet
188,72,35,7.19,soybean
211,92,52,5.3,chickpea
189,78,39,7.08,soybean
199,76,39,6.81,soybean
41,88,28,5.11,lentil
92,48,44,6.32,wheat
103,38,38,5.48,rice
190,79,33,7.14,soybean
49,93,20,5.14,lentil
155,11,17,7.9,barley
28,64,12,5.75,millet
137,22,24,7.42,cotton
192,79,35,7.04,soybean
44,84,28,5.44,lentil
62,52,53,6.96,maize
161,63,66,6.25,sugarcane
25,62,11,5.65,millet
151,14,11,7.67,barley
151,11,19,7.64,barley
96,45,47,6.22,wheat
208,99,52,5.59,chickpea
65,50,58,6.66,maize
134,23,24,7.15,cotton
81,45,45,6.25,wheat
126,29,23,7.34,cotton
135,27,22,7.45,cotton
208,94,59,5.21,chickpea
85,46,40,6.36,wheat
131,26,24,7.45,cotton
128,29,23,7.2,cotton
57,99,28,5.21,lentil
201,95,58,5.47,chickpea
173,68,64,6.28,sugarcane
39,67,14,5.52,millet
196,75,37,6.93,soybean
207,93,50,5.38,chickpea
112,37,39,5.2,rice
166,67,61,6.24,sugarcane
124,22,22,7.28,cotton
143,10,15,7.72,barley
53,94,27,5.03,lentil
120,27,20,7.48,cotton
107,39,37,5.39,rice
41,93,25,5.3,lentil
103,39,34,5.27,rice
54,99,23,5.33,lentil
67,58,54,6.53,maize
181,70,34,7.01,soybean
101,34,35,5.47,rice
114,38,31,5.35,rice
20,71,16,5.93,millet
170,62,67,6.08,sugarcane
78,57,59,6.94,maize
116,33,39,5.02,rice
33,76,12,5.51,millet
60,55,59,6.79,maize
113,34,30,5.16,rice
154,13,11,7.73,barley
131,23,20,7.15,cotton
64,58,50,6.78,maize
61,50,59,6.53,maize
203,92,51,5.26,chickpea
127,28,23,7.3,cotton
57,93,27,5.06,lentil
36,72,12,5.68,millet
214,91,51,5.49,chickpea
45,87,21,5.01,lentil
22,66,19,5.9,millet
85,46,43,6.41,wheat
156,12,16,7.8,barley
78,59,58,6.75,maize
63,50,58,6.84,maize
171,64,64,6.07,sugarcane
74,57,55,6.95,maize
113,33,36,5.21,rice
95,47,40,6.16,wheat
60,50,57,6.92,maize
105,33,36,5.01,rice
117,32,39,5.3,rice
189,77,31,7.09,soybean
168,68,65,6.11,sugarcane
162,62,69,6.35,sugarcane
162,66,63,6.26,sugarcane
48,93,20,5.22,lentil
173,62,61,6.37,sugarcane
189,72,32,6.89,soybean
83,47,45,6.15,wheat
165,63,63,6.08,sugarcane
192,77,34,6.89,soybean
89,49,49,6.37,wheat
155,18,17,7.99,barley
128,29,23,7.29,cotton
86,41,40,6.24,wheat
141,16,15,7.99,barley
82,40,42,6.23,wheat
64,55,58,6.79,maize
73,51,54,6.6,maize
73,50,55,6.92,maize
156,16,12,7.79,barley
175,63,66,6.13,sugarcane
161,61,60,6.14,sugarcane
28,64,13,5.56,millet
40,81,29,5.17,lentil
20,74,15,5.77,millet
61,56,59,6.72,maize
95,46,41,6.38,wheat
103,39,38,5.43,rice
142,14,11,7.66,barley
57,89,20,5.22,lentil
112,39,36,5.25,rice
58,93,21,5.15,lentil
76,57,51,6.78,maize
141,10,15,7.75,barley
205,99,55,5.26,chickpea
35,78,13,5.51,millet
202,90,52,5.27,chickpea
188,72,39,6.82,soybean
169,62,65,6.14,sugarcane
169,66,61,6.18,sugarcane
128,23,26,7.26,cotton
163,69,69,6.05,sugarcane
70,57,59,6.63,maize
195,76,33,6.89,soybean
62,50,52,6.84,maize
164,67,66,6.07,sugarcane
121,25,22,7.13,cotton
199,79,34,6.89,soybean
89,46,46,6.11,wheat
103,35,36,5.46,rice
96,42,40,6.35,wheat
52,88,25,5.17,lentil
123,20,25,7.32,cotton
87,49,43,6.06,wheat
72,59,52,6.9,maize
215,91,50,5.36,chickpea
89,46,45,6.18,wheat
193,70,31,7.09,soybean
99,48,40,6.42,wheat
175,68,67,6.19,sugarcane
76,54,56,6.85,maize
214,93,54,5.28,chickpea
63,55,59,6.91,maize
32,71,18,5.51,millet
106,30,36,5.42,rice
215,92,50,5.32,chickpea
210,97,57,5.56,chickpea
136,29,21,7.11,cotton
64,58,50,6.6,maize
22,65,17,5.69,millet
158,16,17,7.65,barley
90,41,46,6.31,wheat
94,49,48,6.39,wheat
27,63,13,5.58,millet
205,92,56,5.4,chickpea
29,63,15,5.97,millet
142,16,15,7.62,barley
114,37,34,5.24,rice
195,75,32,6.84,soybean
27,71,12,5.6,millet
209,90,54,5.42,chickpea
111,39,32,5.14,rice
141,11,12,7.94,barley
177,61,65,6.03,sugarcane
66,57,53,6.71,maize
108,32,38,5.16,rice
189,73,30,6.83,soybean
173,68,62,6.19,sugarcane
184,73,39,7.05,soybean
199,70,37,6.87,soybean
57,80,23,5.3,lentil
100,39,35,5.0,rice
168,61,66,6.15,sugarcane
214,97,58,5.47,chickpea
153,12,16,7.92,barley
97,46,47,6.1,wheat
78,57,55,6.76,maize
195,73,39,6.81,soybean
128,23,27,7.47,cotton
125,22,24,7.21,cotton
22,68,14,5.7,millet
20,68,12,5.81,millet
163,66,60,6.01,sugarcane
92,43,41,6.16,wheat
93,45,42,6.06,wheat
204,91,53,5.47,chickpea
128,24,27,7.02,cotton
204,91,59,5.5,chickpea
84,43,44,6.23,wheat
171,69,65,6.14,sugarcane
63,57,58,6.74,maize
63,57,52,6.85,maize
25,79,13,5.73,millet
32,68,12,6.0,millet
47,90,24,5.31,lentil
148,17,11,7.87,barley
36,63,16,5.54,millet
108,35,32,5.37,rice
187,75,38,6.93,soybean
53,93,26,5.14,lentil
20,65,19,5.95,millet
131,28,22,7.06,cotton
39,65,19,5.84,millet
150,17,14,7.62,barley
111,30,35,5.04,rice
56,90,23,5.37,lentil
21,73,13,5.61,millet
97,41,41,6.29,wheat
88,48,45,6.11,wheat
215,96,52,5.45,chickpea
209,99,51,5.51,chickpea
172,60,64,6.22,sugarcane
189,73,31,7.12,soybean
128,26,24,7.36,cotton
210,97,54,5.27,chickpea
38,67,16,5.86,millet
209,97,53,5.28,chickpea
44,95,28,5.21,lentil
134,29,22,7.13,cotton
194,70,34,7.09,soybean
209,95,54,5.31,chickpea
179,65,62,6.13,sugarcane
24,72,19,5.69,millet
69,57,52,6.56,maize
108,39,31,5.36,rice
85,48,47,6.12,wheat
165,68,69,6.06,sugarcane
178,64,65,6.06,sugarcane
156,18,18,7.69,barley
21,72,18,5.52,millet
102,33,38,5.0,rice
68,58,52,6.85,maize
185,73,35,6.95,soybean
183,77,35,7.15,soybean
100,37,33,5.04,rice
110,32,30,5.06,rice
107,39,36,5.2,rice
160,64,68,6.15,sugarcane
88,49,45,6.03,wheat
150,16,15,7.94,barley
136,20,20,7.23,cotton
154,13,13,7.66,barley
69,54,56,6.88,maize
21,77,14,5.89,millet
165,68,62,6.14,sugarcane
203,92,59,5.34,chickpea
22,64,17,5.64,millet
42,88,21,5.12,lentil
72,51,53,6.62,maize
69,55,50,6.85,maize
107,34,36,5.33,rice
20,63,13,5.77,millet
39,69,15,5.55,millet
20,70,16,5.56,millet
130,21,25,7.45,cotton
211,96,58,5.33,chickpea
169,64,67,6.06,sugarcane
207,96,58,5.52,chickpea
56,90,26,5.49,lentil
51,96,24,5.37,lentil
39,77,18,5.89,millet
101,37,31,5.24,rice
156,16,12,7.82,barley
111,35,38,5.17,rice
130,24,25,7.32,cotton
90,43,42,6.17,wheat
196,71,38,7.04,soybean
214,90,55,5.25,chickpea
53,82,20,5.37,lentil
35,71,14,5.96,millet
20,70,11,5.54,millet
26,71,12,5.83,millet
55,93,27,5.16,lentil
49,90,26,5.4,lentil
118,38,38,5.06,rice
30,67,18,5.62,millet
95,41,43,6.19,wheat
127,28,25,7.18,cotton
30,72,13,5.56,millet
155,16,15,7.98,barley
174,63,69,6.1,sugarcane
55,83,27,5.33,lentil
150,15,12,7.53,barley
178,60,68,6.1,sugarcane
120,27,23,7.42,cotton
69,53,52,6.52,maize
172,67,67,6.18,sugarcane
137,29,21,7.46,cotton
36,76,11,5.92,millet
119,38,31,5.08,rice
41,84,27,5.24,lentil
156,14,13,7.83,barley
62,54,59,6.61,maize
49,90,21,5.17,lentil
139,29,21,7.07,cotton
151,16,17,7.74,barley
150,18,16,7.74,barley
170,60,64,6.23,sugarcane
59,95,21,5.02,lentil
154,14,15,7.88,barley
84,43,41,6.44,wheat
52,95,25,5.23,lentil
34,77,18,5.51,millet
190,76,38,7.01,soybean
20,67,16,5.76,millet
218,95,50,5.49,chickpea
20,75,10,5.62,millet
155,14,18,7.7,barley
152,10,11,7.7,barley
33,77,15,5.94,millet
96,41,40,6.08,wheat
138,20,21,7.14,cotton
61,56,58,6.89,maize
141,15,19,7.69,barley
39,60,11,5.77,millet
158,19,15,7.69,barley
57,93,28,5.0,lentil
190,73,38,7.02,soybean
180,77,32,6.97,soybean
97,45,44,6.37,wheat
155,14,15,7.91,barley
107,38,35,5.12,rice
184,74,34,6.92,soybean
116,31,35,5.38,rice
41,93,28,5.32,lentil
132,21,23,7.21,cotton
159,10,12,7.64,barley
157,11,15,7.84,barley
176,60,63,6.27,sugarcane
54,88,24,5.33,lentil
114,34,39,5.45,rice
216,97,54,5.54,chickpea
70,50,52,6.66,maize
177,66,66,6.27,sugarcane
22,69,19,5.76,millet
52,84,29,5.15,lentil
146,13,13,7.81,barley
146,12,10,7.75,barley
210,96,50,5.57,chickpea
40,86,27,5.43,lentil
51,83,20,5.08,lentil
82,46,47,6.38,wheat
178,62,69,6.33,sugarcane
69,55,53,6.7,maize
181,73,38,7.08,soybean
100,37,37,5.2,rice
117,35,36,5.33,rice
215,98,53,5.54,chickpea
201,94,53,5.48,chickpea
93,41,43,6.41,wheat
212,91,51,5.48,chickpea
142,11,11,7.98,barley
219,98,54,5.39,chickpea
32,64,19,5.61,millet
136,20,29,7.47,cotton
143,16,13,7.86,barley
47,85,27,5.37,lentil
199,75,34,6.99,soybean
60,53,59,6.57,maize
88,45,49,6.28,wheat
166,60,62,6.13,sugarcane
48,97,26,5.4,lentil
48,96,24,5.14,lentil
199,74,39,7.03,soybean
79,51,58,6.76,maize
103,38,31,5.19,rice
94,47,49,6.2,wheat
151,10,13,7.62,barley
107,35,38,5.4,rice
43,87,27,5.43,lentil
173,66,69,6.26,sugarcane
121,21,22,7.22,cotton
57,84,23,5.43,lentil
85,48,48,6.12,wheat
105,32,33,5.47,rice
69,58,52,6.55,maize
47,83,21,5.06,lentil
31,74,14,5.65,millet
163,63,63,6.37,sugarcane
55,89,23,5.28,lentil
52,85,24,5.49,lentil
34,67,13,5.75,millet
125,23,29,7.18,cotton
153,13,15,7.72,barley
148,11,12,7.95,barley
115,31,39,5.17,rice
53,85,23,5.12,lentil
78,51,51,6.9,maize
126,24,28,7.28,cotton
22,70,11,5.67,millet
217,94,55,5.53,chickpea
157,18,15,7.67,barley
119,35,37,5.47,rice
54,92,25,5.42,lentil
191,70,34,6.93,soybean
161,62,69,6.27,sugarcane
96,47,49,6.12,wheat
56,99,27,5.09,lentil
204,98,55,5.52,chickpea
181,76,31,6.83,soybean
75,55,57,6.73,maize
122,28,24,7.3,cotton
188,77,32,7.17,soybean
136,25,20,7.48,cotton
208,91,53,5.26,chickpea
173,66,65,6.07,sugarcane
123,25,25,7.42,cotton
83,45,49,6.11,wheat
26,76,17,5.94,millet
162,61,67,6.05,sugarcane
146,18,16,7.55,barley
156,16,17,7.97,barley
93,47,41,6.16,wheat
24,61,10,5.93,millet
203,91,50,5.59,chickpea
65,59,57,6.95,maize
